id,likesCount,ownerProfilePicUrl,ownerUsername,postUrl,text,timestamp
1.80854E+16,1,https://instagram.fmed1-1.fna.fbcdn.net/v/t51.2885-19/448991431_451784934239677_900151934904556882_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmed1-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=BU6m-bSRgwsQ7kNvgFghdOw&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYCRFP0a1Oh9PvQZq-30qLDjvJyx7y6YwSKarM9RPzqkRw&oe=6681176B&_nc_sid=2999b8,nadarulhuda_suluhagama,https://www.instagram.com/p/CsnuWPtLe9R/,"Sek...sek.... Kalau alesane ribet oke lah masuk akal, tp nek penghasilan menurun kok aneh ya. Kan maleh .............",2023-05-24T12:02:06.000Z
1.78461E+16,0,https://instagram.fmed1-1.fna.fbcdn.net/v/t51.2885-19/437763026_442267901495549_8334774878613713790_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmed1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=hL6jHxll2DsQ7kNvgHos8tt&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYA-vFXLW-1EP83B-s3m8aIunskRzR8kMDqHV3c8N8uwNw&oe=66812290&_nc_sid=2999b8,pfs_007,https://www.instagram.com/p/CsnuWPtLe9R/,@infoponorogo Biasane...nek uji coba iku bakale lanjut. Evaluasi hanya formalitas.. 😆😁😄 Negri Konoha biasane ngunu.,2023-05-24T12:03:55.000Z
1.8018E+16,0,https://instagram.fmed1-2.fna.fbcdn.net/v/t51.2885-19/274052209_403503814876978_8515278592397543880_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmed1-2.fna.fbcdn.net&_nc_cat=110&_nc_ohc=PoVB7vt54TUQ7kNvgGIB8qO&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYC7Os-sZBjzaL4MvIJmRZRFMreQ20mWv2O3zGp8eIHxbg&oe=668144DA&_nc_sid=2999b8,reelfaiz,https://www.instagram.com/p/CsnuWPtLe9R/,"Penak e-parkir. Pengalamanku bayar sesuai aturan malah kenek plilikan mripate tukang parkir, ngono ngueece karo ngguyu..arep taat aturan susyah tenan.😂",2023-05-24T12:10:17.000Z
1.79317E+16,0,https://instagram.fmed1-1.fna.fbcdn.net/v/t51.2885-19/10788028_418112331676518_174853861_a.jpg?_nc_ht=instagram.fmed1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=9GwJO-4FeQwQ7kNvgEdWxX1&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYByG0kfGJTQyholwDPhFht6xOFQGih7LyKDpYS1w0vogA&oe=668134A9&_nc_sid=2999b8,infoponorogo,https://www.instagram.com/p/CsnuWPtLe9R/,@rezaelfaiz lhaaa😂,2023-05-24T12:25:02.000Z
1.78675E+16,2,https://instagram.fmed1-1.fna.fbcdn.net/v/t51.2885-19/10788028_418112331676518_174853861_a.jpg?_nc_ht=instagram.fmed1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=9GwJO-4FeQwQ7kNvgEdWxX1&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYByG0kfGJTQyholwDPhFht6xOFQGih7LyKDpYS1w0vogA&oe=668134A9&_nc_sid=2999b8,infoponorogo,https://www.instagram.com/p/CsnuWPtLe9R/,@al_wildd hmm🤔🤔🤔hehe pokok ora jotos jotosan😂,2023-05-24T12:25:36.000Z
1.78422E+16,2,https://instagram.fmed1-1.fna.fbcdn.net/v/t51.2885-19/10788028_418112331676518_174853861_a.jpg?_nc_ht=instagram.fmed1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=9GwJO-4FeQwQ7kNvgEdWxX1&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYByG0kfGJTQyholwDPhFht6xOFQGih7LyKDpYS1w0vogA&oe=668134A9&_nc_sid=2999b8,infoponorogo,https://www.instagram.com/p/CsnuWPtLe9R/,@advokat_nadarulhuda heheh😁 enek sing berpendapat soale wayah ngurusi sing arep metu 2 sing siji urung kecandhak wis mlayu dhisik mungking ngono😂,2023-05-24T12:26:56.000Z
1.80099E+16,0,https://instagram.fmed1-1.fna.fbcdn.net/v/t51.2885-19/10788028_418112331676518_174853861_a.jpg?_nc_ht=instagram.fmed1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=9GwJO-4FeQwQ7kNvgEdWxX1&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYByG0kfGJTQyholwDPhFht6xOFQGih7LyKDpYS1w0vogA&oe=668134A9&_nc_sid=2999b8,infoponorogo,https://www.instagram.com/p/CsnuWPtLe9R/,@mast_echooooooo okeeeee🔥🔥🔥😂,2023-05-24T12:27:07.000Z
1.80094E+16,0,https://instagram.fmed1-1.fna.fbcdn.net/v/t51.2885-19/437763026_442267901495549_8334774878613713790_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmed1-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=hL6jHxll2DsQ7kNvgHos8tt&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYA-vFXLW-1EP83B-s3m8aIunskRzR8kMDqHV3c8N8uwNw&oe=66812290&_nc_sid=2999b8,pfs_007,https://www.instagram.com/p/CsnuWPtLe9R/,@infoponorogo Semoga saja. Iso dadi apike kabeh..,2023-05-24T12:27:41.000Z
1.79655E+16,0,https://instagram.fmed1-1.fna.fbcdn.net/v/t51.2885-19/10788028_418112331676518_174853861_a.jpg?_nc_ht=instagram.fmed1-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=9GwJO-4FeQwQ7kNvgEdWxX1&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYByG0kfGJTQyholwDPhFht6xOFQGih7LyKDpYS1w0vogA&oe=668134A9&_nc_sid=2999b8,infoponorogo,https://www.instagram.com/p/CsnuWPtLe9R/,@rmzlahmad.dr wah lha menurut Kadesnya gimana kak? Apakah ndak ada info awal?,2023-05-24T12:28:02.000Z
1.80717E+16,1,https://instagram.fmed1-1.fna.fbcdn.net/v/t51.2885-19/51569653_1274284366078308_7210464265587654656_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fmed1-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=A9ViAANoPeAQ7kNvgHOaBTt&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYD3VqqJpAZRh-XBiKNHRYPvTWD495s-ktfAvn9cHjs81A&oe=6681325B&_nc_sid=2999b8,aqwam.nasimbada,https://www.instagram.com/p/CsnuWPtLe9R/,@dilaga_745 po yo iso dikontrol nek manual .wkwkwk,2023-05-24T13:07:40.000Z
