"id","likesCount","ownerProfilePicUrl","ownerUsername","postUrl","text","timestamp"
"17991739198953979","2","https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/361688525_1402637950305353_6849889346413114362_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=QVETexq5yiwQ7kNvgEIgGXI&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYAN3wFkWnYj7Tvyprh3p9_nUpn7JOIdWUEIaPRSfCXF6A&oe=668126A8&_nc_sid=2999b8","agungyuliyantonugroho","https://www.instagram.com/p/Csj8-dvy-Cl/","Sip...buat ngurangi pungli","2023-05-23T00:15:24.000Z"
"18177260623276093","1","https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/446118141_7536665466416725_4044290394827557229_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=otm_sSSCAGUQ7kNvgFhUThQ&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYDAed_AG706I7gP75sabTf03PmlDcsLNQOAiViinfbBpQ&oe=66811330&_nc_sid=2999b8","riyanatkinson","https://www.instagram.com/p/Csj8-dvy-Cl/","@ricardo_kneff kalau di jakarta e parking biasanya pakai e money, flazz, brizzi, kartu2 yg buat masuk tol itu","2023-05-23T00:15:32.000Z"
"18064083952367001","1","https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/442470822_1211827229813318_4924251692503614135_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=YnSJkLjmHRgQ7kNvgGyu2Uy&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYARjnWUAMq-h2ymtLkOFRgsnnFsvD01IcYqdyQilRbKGg&oe=66814374&_nc_sid=2999b8","aeldy.rn","https://www.instagram.com/p/Csj8-dvy-Cl/","Bayar pakek gopay,dana opo sopipay?","2023-05-23T00:18:34.000Z"
"17986800826908397","1","https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/243295295_257254242959672_8236726816211175164_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=108&_nc_ohc=EVe_G4ovzocQ7kNvgHHG7T1&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYCxsdtiQrf8MTMm1_zhu6mQPXqE3qrvG5xCQAedZdjhjw&oe=668143E2&_nc_sid=2999b8","tatan.t","https://www.instagram.com/p/Csj8-dvy-Cl/","Pembayaran paling gampang Jane gae Qris😂","2023-05-23T00:19:42.000Z"
"17858850362958982","5","https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/447306942_342406675551640_4594129527276556933_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=WvWuicxDT40Q7kNvgGhL7_A&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYDr0LiMyKwOxOSTMeytD07WnPoIiA_t80swG0dAhCRttQ&oe=66811380&_nc_sid=2999b8","bandar_absyar","https://www.instagram.com/p/Csj8-dvy-Cl/","Kalau gak di mulai tdk akan pernah mulai.. bismillah bisaaa..","2023-05-23T00:21:53.000Z"
"17989859083991393","3","https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/351208156_2231439060374269_6756454442975112532_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=8RoQvurj11QQ7kNvgFPAE8L&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYBe-wsatbbc7lyRnpOprVJH54keQz2xhHgFKsBCsJxhfA&oe=66813E6F&_nc_sid=2999b8","betina__gemoy","https://www.instagram.com/p/Csj8-dvy-Cl/","Wkwk brharap parikir motor di seluruh Ponorogo Jawa Timur. 1000k🙌😂amin","2023-05-23T00:31:18.000Z"
"18178919650276723","1","https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/351763873_597793869173390_6876281596708296476_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=HA_vX-GBWO0Q7kNvgHTnTna&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYBctrzSIR4umy5nJuE-KCCpjmzy10--eGIut_gYxuxtzA&oe=66812BC3&_nc_sid=2999b8","dhikakwardani","https://www.instagram.com/p/Csj8-dvy-Cl/","@frida_jemprit love…kadang rencana mau ngasih 2rbu trus tau g dikembaliin malih g jadi. Hehehehe","2023-05-23T00:42:34.000Z"
"18017377753602509","0","https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/431554815_1121825715682210_5501043622668407490_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=mMOHJqhIadMQ7kNvgHyQEFS&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYBKSiutdQWu0oYteigOTwMLDikNrB-FAYkpnKzDqMMBvA&oe=66813429&_nc_sid=2999b8","frida_jemprit","https://www.instagram.com/p/Csj8-dvy-Cl/","@dhikakwardani  Inggih ,, kadang kita kaum ibu2 mau belanja tdk di tempat itu saja ,, jadi klo di 5 tempat sudah 10 rb sendiri ,,","2023-05-23T00:57:38.000Z"
"17884469381845979","0","https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/289731908_747288606318520_6293093386026227809_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=104&_nc_ohc=6XugbjMop-UQ7kNvgEhKr3c&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYCurWdTJH_Yd7GwcRxCv919OheKLvpUe9zCBuftz46ooA&oe=66812FD2&_nc_sid=2999b8","shellasritrisniawati","https://www.instagram.com/p/Csj8-dvy-Cl/","@aldyn.rn Pakai uang tunai bisa kak bayarnya","2023-05-23T00:59:17.000Z"
"17986419770028392","1","https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/327781773_912814340150929_6719542739525795793_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=101&_nc_ohc=4q-2glVjvJoQ7kNvgG1EaS4&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYA-PwRdZN8de1hbvvE-mRrHntyloM74AycIUG0pn0Nl4g&oe=66811700&_nc_sid=2999b8","yanyunayamponorogo","https://www.instagram.com/p/Csj8-dvy-Cl/","Ponorogo hebat","2023-05-23T00:59:42.000Z"
"17987747135079976","0","https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/200982478_521213568910370_6863237397353579859_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=30mFu_yT8AIQ7kNvgGfsXQ6&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYAiZ3FUtSn2kGl44jJhXZVrLcmEU8t0jIMPLdl4O4-O0g&oe=6681327D&_nc_sid=2999b8","mbak_hess","https://www.instagram.com/p/Csj8-dvy-Cl/","@frida_jemprit bener😢","2023-05-23T01:02:16.000Z"
"17922012629706155","1","https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-19/200982478_521213568910370_6863237397353579859_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=30mFu_yT8AIQ7kNvgGfsXQ6&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYAiZ3FUtSn2kGl44jJhXZVrLcmEU8t0jIMPLdl4O4-O0g&oe=6681327D&_nc_sid=2999b8","mbak_hess","https://www.instagram.com/p/Csj8-dvy-Cl/","Mantull","2023-05-23T01:03:44.000Z"
"17979569171230400","1","https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/386729376_654229983479861_6094526727719007219_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=105&_nc_ohc=E9ewDo3PnewQ7kNvgEAY7fc&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYAG8NL9R5_I3XWDi-24rhUF7EGY6MeU8xJdiIPoWJdYqQ&oe=66812EE5&_nc_sid=2999b8","adhisthanadwijaaji","https://www.instagram.com/p/Csj8-dvy-Cl/","Sing penting parkire rapi..","2023-05-23T01:07:42.000Z"
"18000860041831490","0","https://scontent-dfw5-1.cdninstagram.com/v/t51.2885-19/448060288_1000514968111018_6068116823696595241_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent-dfw5-1.cdninstagram.com&_nc_cat=110&_nc_ohc=Mrt93i2UjHAQ7kNvgFikGeR&edm=AP_V10EBAAAA&ccb=7-5&oh=00_AYA-6UlCC4wrxNPPGIBpvlzx2o5-SjgSGqQmMTbvi2KSiQ&oe=6681326A&_nc_sid=2999b8","gustavianooo","https://www.instagram.com/p/Csj8-dvy-Cl/","@bayu_fikri_ oh iyo ben macak kegawe anggaran e 🤣","2023-05-23T01:17:53.000Z"
